"SAQ1","SAQ2","SAQ3","SDS1","SDS2","SDS3","GMS1","GMS2","GMS3"
0.139734300374513,-3.35328876471452,-0.500709085515416,1.26458734367385,1.64545747572979,-0.919846616174237,-0.560183699653052,-1.79105610913133,-0.266310373208244
1.2164914984771,1.0279099921106,-1.08931855105841,0.313120803494165,0.538182270075213,1.48790670152429,-0.614075362260758,0.403939051342438,-1.56623462307912
-0.0640771396612723,-0.998884812870582,-0.328693435816949,-0.353793589689866,0.316364481242264,1.73517615935431,0.411246508486257,1.38481928185982,0.514719006537459
-1.46973243010349,-0.0074175299837304,1.92073022451077,-0.548730083899882,-0.766182626625905,1.84183542706059,0.283831602756282,2.23787848899274,-1.30231295912889
-2.21624434605376,-1.50354430696049,-3.22082645781323,1.03048742161797,1.14293078516577,0.406851960336951,-0.664250303544926,-0.196101277722333,-0.674521982175427
-0.573839902832304,-0.293111375421908,0.811040942667572,1.41395825720761,2.5903963312303,0.493477559932758,-2.14166581922322,0.214386791949429,-2.45921027513774
2.19116933143906,0.931347395571885,1.04620765205353,2.05478439078102,0.745139321908626,0.555686406810793,-2.18486640103745,-1.23721771927881,0.638000666210009
-1.91054441131757,-1.11930903481466,-0.304005338579238,2.35109122417883,0.00214680038685295,-0.0657607074874082,1.45407550161017,0.337137482629215,2.09786503034055
2.87503544388214,-0.293371535994004,-0.580287664313269,-0.720576714344479,-0.51067779994043,-2.52881473880445,2.01571200463832,1.76694412691711,-0.159162549958913
2.37020192805424,0.584936856399916,1.54495406421725,-0.664868330362308,-0.439115347258737,0.156482572295273,0.248646095811127,2.2702959984263,1.17699394998382
0.799358688678578,-0.111450161619585,1.68943760326463,-1.16193684590183,-2.16854238151865,-1.50673225232726,2.11394173204517,2.5211610025881,0.634125820512834
0.51245667023708,-1.81100259359182,-0.902238463984456,0.204454825822296,-0.697394904945753,0.152705626541837,-0.297059108890323,-0.285864522757361,-1.40996691687791
1.18409485134493,0.760068895165415,-0.744736812541948,0.639152676585267,1.56106331883817,2.33056653326726,-0.0866000963462841,-2.02677065281093,-0.492675606510977
-2.03013584101055,-0.640892261784349,0.246347279150643,1.21658285156084,0.22667968833578,-0.460042068308545,0.241570124545218,-0.879101041374326,0.816627021397644
3.00065271200487,3.3339865439599,1.50135808334293,-0.424640169528862,-0.715530372064961,-1.23279113835171,4.0523305154945,4.87874175503016,4.78843191874117
1.08375202737348,1.07629489685348,0.346128678387212,1.24578431673623,-0.533186733864204,0.71900451364321,0.754477818739177,0.061986455130967,-0.332599676960637
2.75909843311193,-0.285124475171806,0.213037055855377,-0.358323830833835,-1.67448195789941,-1.70561888523594,0.929535294153617,0.634006366157241,-0.000169865110426398
-0.679199152796607,1.00979505774943,0.152691571758106,0.689090579164154,1.26901629477695,0.606867270643077,-1.84080018504433,0.159411028139709,0.736523057072924
1.38348031906491,0.0505898560166703,2.24515917359941,-0.949251089278591,0.260208161028929,0.431821030803782,2.99709914601224,2.53518259888591,1.59968149693357
2.35139732234856,2.35831867307108,3.47840735249937,-1.321068152135,-2.47356234317365,-0.718404937834274,0.0568124691749725,2.14274369990083,2.6145964771057
-0.0856269546744309,-0.971023523042253,0.886553601672385,0.159252714662479,1.27281949207558,1.53660104249399,-2.19079055807449,-1.17031770524919,-1.25241372431139
-0.418081486107355,1.05037188124098,0.14166880719806,-0.587119532556682,0.818043529162077,1.63992752428559,-0.716246883600138,-1.28569815434059,1.02065612730702
1.44839683994619,-1.7301433168265,0.673960877461101,1.68887054327878,2.25601269695447,2.28579185398948,-0.965000837395624,0.321378784208829,-1.65874165612839
2.96194572621631,-0.172070543868478,1.95408973548706,1.19523065588824,0.0447619940322863,-1.01044198781866,0.422924109402727,-1.14649013254654,-0.321824354485215
-1.30295133037043,2.24612155236946,-0.476505406377488,1.12097127688852,-1.62316919599564,1.76423153150937,-0.172226102280066,-0.847164077309599,-0.716829253723297
0.135493921829977,-0.558427759927665,-0.772387218838263,-2.05721111047251,-0.238527843024661,-1.01383069696505,2.84261822672351,2.76384834923983,1.69309559129532
2.58158292601554,0.0471753686934771,0.449176427316206,2.00239734621004,0.20423390092926,-0.183159497316444,0.339461249078248,0.340812730892862,-0.200546709377901
-0.912466262394192,-2.16284114979584,-0.67399073293599,-0.973375388459784,-1.35029194101514,0.103108233654115,-2.48167643613991,-1.38582727970098,0.328388705091668
1.22553607262743,0.262020226999245,-0.319644095167883,-2.00661168173622,-3.97683498684586,-2.3609851386253,2.35972179489449,1.75679170442478,1.70882980454638
-0.347982427252771,-0.266758526922815,0.124596482660345,-0.198055302993752,0.199271749325501,0.314331169749126,0.468831688984719,-0.256301956676447,0.823994782250579
2.16002625257898,1.10054582758662,1.37830441216791,0.26416284889437,-0.990960544231038,-0.828800166172778,3.14411337534519,0.965681240655533,0.761570696184668
0.470102559406353,2.6515183244083,0.655132227291608,1.19801146443866,1.31582539717538,-1.14097217727659,-0.67320829620926,1.77980044288695,0.176126210301793
0.509017719566203,1.42442224474424,-0.511358951558976,-0.394166708242611,-2.1137886445781,0.827353325958701,0.266762981528593,0.576294116238279,0.25323086361338
